,title,nb_videos,short_desc,url,mean_stars,five_stars,four_stars,three_stars,two_stars,one_star,editor,action,adventure,comedy,drama,fantasy,harem,historical,idols,isekai,magical_girls,mecha,music,mystery,post_apocalyptic,romance,sci_fi,seinen,shojo,shonen,slice_of_life,sports,supernatural,thriller
66,BOFURI: Je ne suis pas venue ici pour souffrir alors j'ai tout mis en défense,12,"Un nouveau gros joueur est apparu sur le fameux VRMMO NewWorld Online ! Aucune attaque ne peut l’atteindre, et grâce à son talent de poison létal, les monstres co…",https://www.crunchyroll.com/fr/bofuri-i-dont-want-to-get-hurt-so-ill-max-out-my-defense,5.0,6,1,0,0,0,Kadokawa Pictures Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67,Bonjour Koiaji Pâtisserie,24,"Sayuri Haruno aimerait devenir un jour chef pâtissier et tenir sa propre boutique. Pour l'heure, elle poursuit ses études dans une prestigieuse école de pâtisseri…",https://www.crunchyroll.com/fr/bonjoursweet-love-patisserie,3.5,13,24,22,15,2,ntv,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
68,BONO BONO,104,"Suivez les aventures de Bonobono, une loutre de mer, et de tous ses amis qui peuplent le bois où il habite : Shimarisu le tamia, Araiguma le raton laveur... S'ils…",https://www.crunchyroll.com/fr/bono-bono,5.0,11,0,0,0,0,Fuji Creative Corporation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,Bottom-Tier Character Tomozaki,28,"Tomozaki Fumiya est à la fois l'un des meilleurs gamers du Japon et un lycéen des plus solitaires. Un jour, celui qui voit la vie comme un jeu sans intérêt rencon…",https://www.crunchyroll.com/fr/bottom-tier-character-tomozaki,5.0,2,0,0,0,0,asmikace,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,Brave Witches,12,"Au milieu du XXe siècle, la Terre est menacée par un mystérieux ennemi, les Neuroi, contre lequel nos armes conventionnelles se révèlent inefficaces. Seules quelq…",https://www.crunchyroll.com/fr/brave-witches,4.0,14,10,5,1,2,Kadokawa Pictures Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,BUILD-DIVIDE -#000000- CODE BLACK,12,"Dans Néo Kyoto, la ville où le roi règne en maître, ta force dans Build Divide détermine tout le reste. Une rumeur circule : ""La personne capable de vaincre le r…",https://www.crunchyroll.com/fr/build-divide-000000-code-black,4.5,4,1,1,0,0,Aniplex of America,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,Bungo and Alchemist -Gears of Judgement-,13,"Les auteurs nous ont légué de nombreux écrits. Ces histoires émouvantes et offrant une vision originale du monde forment la littérature, qui enlumine le cœur des …",https://www.crunchyroll.com/fr/bungo-and-alchemist-gears-of-judgement-,0.0,0,0,0,0,0,TV TOKYO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,Bungo Stray Dogs,63,"Un groupe de détectives dotés de pouvoirs paranormaux mène des enquêtes souvent dangereuses dans le plus grand secret, là où la police et l’armée refusent d’inter…",https://www.crunchyroll.com/fr/bungo-stray-dogs,4.5,295,34,24,8,3,Kadokawa Pictures Inc.,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74,Bungo Stray Dogs WAN!,12,Une bataille épique se déroule secrètement dans la ville de Yokohama où des surdoués utilisent des pouvoirs s'inspirant de figures de la littérature japonaise. …,https://www.crunchyroll.com/fr/bungo-stray-dogs-wan,5.0,32,0,0,0,0,Kadokawa Pictures Inc.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,BURN THE WITCH,12,"Historiquement, 72 % des décès à Londres sont liés aux dragons, des êtres fantastiques invisibles pour la majorité des gens. Malgré tout, certaines personnes leur…",https://www.crunchyroll.com/fr/burn-the-witch,4.0,99,12,10,12,11,TWIN ENGINE Inc,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
76,Burning Kabaddi,12,"Tatsuya Yoigoshi était un joueur de football star connu sous le nom de ""Yoigoshi l'imparable"", mais lorsqu'il est entré au lycée, il a cessé toute activité sporti…",https://www.crunchyroll.com/fr/burning-kabaddi,4.5,18,3,1,2,1,TV TOKYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,By the Grace of the Gods,24,"Takebayashi Ryôma, un ingénieur système célibataire de 39 ans exploité par son entreprise connaît une fin des plus saugrenues dans son petit appartement. Il se re…",https://www.crunchyroll.com/fr/by-the-grace-of-the-gods,4.0,3,3,0,0,1,Toei Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,Caligula,12,Tadashi Satomi est une idole virtuelle connue sous le nom de μ qui parvient à toucher le cœur de ses fans en comprenant le mal-être qu'ils ressentent dans la soci…,https://www.crunchyroll.com/fr/caligula,3.5,10,6,6,3,5,PONY CANYON INC.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,CARDFIGHT!! VANGUARD overDress,25,"Yûyu Kondô, élève en troisième année de collège, est capable de lire dans le cœur des autres. Mais ceux qui connaissent son don, notamment sa famille, ont tendanc…",https://www.crunchyroll.com/fr/cardfight-vanguard-overdress,3.0,3,1,0,0,4,"Bushiroad, Inc.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Cautious Hero: The Hero is Overpowered but Overly Cautious,12,"La déesse Rista appelle un héros à la rescousse afin de sauver son monde qui ressemble à un jeu en mode super difficile. Ce héros, Ryûgûin Seiya, est surpuissant …",https://www.crunchyroll.com/fr/cautious-hero-the-hero-is-overpowered-but-overly-cautious,5.0,3,0,0,0,0,Kadokawa Pictures Inc.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Cerberus,13,"Il y a dix ans, le dragon Danguard terrorisait le continent de Kunaan. Accompagné de sa femme et de son fils, le seigneur Bairo tenta de le bannir dans une autre …",https://www.crunchyroll.com/fr/cerberus,2.5,14,1,9,26,26,TV TOKYO,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,CESTVS -The Roman Fighter-,11,"Esclave, Cestus participe à son premier combat au centre d'entraînement des pugilistes. Bien que perturbé par le fait que son adversaire soit son meilleur ami, il…",https://www.crunchyroll.com/fr/cestvs-the-roman-fighter-,3.0,10,4,2,2,8,Fuji Creative Corporation,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,Chain Chronicle,24,"Sur le continent d’Yggdra vivent ensemble des humains, des ogres, des géants, des esprits de la forêt et bien d’autres créatures. L’harmonie est brisée par l’acce…",https://www.crunchyroll.com/fr/chain-chronicle-the-light-of-haecceitas-,3.5,23,14,10,9,12,Sotsu,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,CHAOS;CHILD,14,"En 2009, un tremblement de terre de magnitude 7.8 a ravagé le quartier de Shibuya, à Tokyo, causant la mort de milliers de personnes sans compter les très nombreu…",https://www.crunchyroll.com/fr/chaoschild,3.5,12,4,5,5,2,Kadokawa Pictures Inc.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
85,Cheating Craft,12,"Dans un monde où la place de chacun dans la société est déterminée dès l’enfance, seuls les meilleurs peuvent accéder au bonheur. Lors de l’examen décisif s’affro…",https://www.crunchyroll.com/fr/cheating-craft,3.0,9,3,5,9,4,EMON,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,CHERRY MAGIC! THIRTY YEARS OF VIRGINITY CAN MAKE YOU A WIZARD?!,14,"Si vous êtes encore vierge à 30 ans, vous deviendrez un sorcier ! Cette légende urbaine est devenue réalité pour Adachi, 30 ans, toujours vierge... En effet, il p…",https://www.crunchyroll.com/fr/cherry-magic-thirty-years-of-virginity-can-make-you-a-wizard,5.0,80,4,1,0,0,TV TOKYO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
87,Chihayafuru,26,"« Je n'abandonnerai pas mes rêves. Je serai la prochaine Queen ! » Chihaya a un but dans la vie : devenir championne mondiale de karuta, jeu de cartes traditionn…",https://www.crunchyroll.com/fr/chihayafuru,5.0,956,92,21,4,12,ntv,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
88,Children of Ether,1,"Après la mort de son père, une jeune femme, Rhonda, est poursuivie par un mystérieux agresseur. Dans une ville en perdition peuplée de pillards et de toutes sorte…",https://www.crunchyroll.com/fr/children-of-ether,4.0,18,10,3,2,2,crunchyroll,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,Chiruran 1/2,12,L’histoire est une version parodique d’un manga de Shin’ya Umemura et Eiji Hashimoto publié au Japon par Zenon Comic. …,https://www.crunchyroll.com/fr/chiruran-12,3.5,0,1,1,0,0,Top Marshal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,CHRONOS RULER,13,"Des créatures proposent aux personnes les plus désespérées de remonter le temps pour modifier un élément de leur vie passée. Mais généralement, cela ne change en …",https://www.crunchyroll.com/fr/chronos-ruler,3.5,9,8,5,5,6,Fanfan,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Cinderella Nine,13,"Quand Tsubasa Arihara entre au lycée municipal Rigahama, elle découvre qu'il n'y a pas de club de baseball ! Elle prend alors l'initiative de monter une équipe fé…",https://www.crunchyroll.com/fr/cinderella-nine,4.5,10,0,4,1,0,"TMS Entertainment Co., Ltd.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
92,citrus,12,"Yuzu est une jeune fashionista énergique et enthousiaste, mais elle n’a encore jamais connu l’amour. Parce que sa mère s’est remariée, elle intègre un lycée très …",https://www.crunchyroll.com/fr/citrus,4.0,256,69,34,25,26,CSPG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,Classroom of the Elite,12,"Kiyotaka Ayanokôji intègre le prestigieux lycée de haut niveau de Tokyo où, une fois le diplôme en poche, quasiment 100 % des élèves trouvent un travail ou sont r…",https://www.crunchyroll.com/fr/classroom-of-the-elite,4.5,372,59,22,17,16,Kadokawa Pictures Inc.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
94,Combatants Will Be Dispatched!,72,"La société secrète Kisaragi. La célèbre et grande entreprise s’est fait un nom en tant qu’organisation criminelle en se salissant les mains de nombreux méfaits, q…",https://www.crunchyroll.com/fr/combatants-will-be-dispatched,5.0,2,0,0,0,0,Kadokawa Pictures Inc.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
95,Comic Girls,12,"Moeta Kaoruko (nom d'artiste : Kaos) a 15 ans, elle va au lycée, mais elle dessine aussi un yonkoma (manga en 4 cases). Elle vient de rejoindre une pension dédiée…",https://www.crunchyroll.com/fr/comic-girls,4.0,29,9,6,4,1,My Theater DD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,Conception,12,"Le jour de la cérémonie d'entrée au lycée, Itsuki apprend que sa cousine Mahiru est enceinte. C'est alors qu'ils se retrouvent transportés dans le monde magique d…",https://www.crunchyroll.com/fr/conception,2.5,25,10,7,13,59,GAGA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
97,Crossing Time,12,"Lorsqu'il ferme ses barrières, le passage à niveau stoppe les gens sur leur chemin. Ce temps d'attente est prétexte à des échanges, notamment entre de jeunes femm…",https://www.crunchyroll.com/fr/crossing-time,4.0,9,7,3,0,2,Top Marshal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
98,Crunchycast,1,"Welcome to Crunchycast, a video/audio podcast brought to you by Crunchyroll. Join Tim, Cristal, and Curt, as they talk about recent anime news, deep anime topics,…",https://www.crunchyroll.com/fr/crunchycast,2.0,0,0,1,0,1,crunchyroll,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
99,CUE!,9,AiRBLUE est une agence de jeunes talents qui n’a pas encore beaucoup d’expérience. Elle s’occupe néanmoins de seize aspirantes comédiennes de doublage qui tentent…,https://www.crunchyroll.com/fr/cue,5.0,1,0,0,0,0,PONY CANYON INC.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100,D4DJ First Mix,13,"De retour au Japon, Rinku Aimoto est transférée à l'Académie Yoba où le DJing est très populaire. Profondément émue par un concert de DJ auquel elle a assisté, el…",https://www.crunchyroll.com/fr/d4dj-first-mix,4.5,28,11,0,0,1,"Bushiroad, Inc.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
101,D_CIDE TRAUMEREI THE ANIMATION,13,"Lorsqu’il était à l’école primaire, Ryûhei admirait beaucoup son grand frère. Cependant, il a été le témoin de sa mort lors d’un étrange accident. Aujourd’hui, Ry…",https://www.crunchyroll.com/fr/d_cide-traumerei-the-animation,4.0,3,3,1,0,1,Dentsu Tec,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Danchigai,12,"Découvrez la vie de Haruki Nakano, seul garçon entouré de ses quatre sœurs avec lesquelles il partage le même appartement. Observez Mutsuki (sa sœur aînée), Yayoi…",https://www.crunchyroll.com/fr/danchigai,4.0,16,6,8,5,0,Dream Creation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
103,Danna ga Nani o Itteiru ka Wakaranai Ken,26,"Kaoru est une employée de bureau assidue et passionnée par son travail. Hajime, son mari, est quant à lui un otaku endurci qui ne sort presque jamais de chez lui.…",https://www.crunchyroll.com/fr/i-cant-understand-what-my-husband-is-saying,4.5,143,35,8,1,2,Seven,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
104,DARLING in the FRANXX,72,"Dans un lointain futur, la Terre est en ruine et l’humanité s’est retranchée dans une ville fortifiée mobile, Plantation. Un quartier est dédié à la formation de …",https://www.crunchyroll.com/fr/darling-in-the-franxx,4.5,1220,149,111,68,75,ABC Asahi,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
105,Days of Urashimasakatasen,12,"La vie scolaire est une expérience que tout le monde se doit de vivre où rien n'est acquis d'avance ! Bien sûr, chacun sait que le plus beau moyen de passer ses é…",https://www.crunchyroll.com/fr/days-of-urashimasakatasen,3.5,2,0,1,0,1,NBC Universal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,DD Hokuto no Ken,12,"Saison 1 disponible en VOSTA, passez le site en English (US) dans le pied de page. …",https://www.crunchyroll.com/fr/dd-fist-of-the-north-star,4.0,10,5,0,0,2,TV TOKYO,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
107,Death March to the Parallel World Rhapsody,36,"L’informaticien Ichirô Suzuki, alias Satou, se réveille à l’intérieur du jeu vidéo qu’il était en train de programmer. Comme il connaît bien toutes les fonctions …",https://www.crunchyroll.com/fr/death-march-to-the-parallel-world-rhapsody,3.5,209,71,56,55,52,Avex,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,"Demon Lord, Retry!",12,"Ôno Akira, un jeune salarié lambda, se retrouve transporté dans un autre monde alors qu’il était connecté sous l’avatar de « Seigneur Démon » dans le jeu qu’il di…",https://www.crunchyroll.com/fr/demon-lord-retry,3.5,1,1,0,0,1,Showgate,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,Demon Slayer: Kimetsu no Yaiba,111,"Découvrez une aventure où le sang va couler sous la lame de l’épée. Nous sommes pendant l’ère Taishô. Tanjirô, un jeune et sympathique vendeur de charbon voit son…",https://www.crunchyroll.com/fr/demon-slayer-kimetsu-no-yaiba,5.0,1314,64,33,15,12,Aniplex of America,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,Denki-Gai no Honya-san,12,"Bienvenue dans la librairie les Os du cheval ! Située en plein quartier de l'électronique et spécialisée dans le manga, elle propose toutes les dernières nouveaut…",https://www.crunchyroll.com/fr/denki-gai,4.5,48,18,3,1,2,PONY CANYON INC.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,Didn't I say to make my abilities average in the next life,12,"Misato Kurihara était un peu plus douée que les autres filles de son lycée et, en conséquence, elle était toujours seule et ne pouvait pas vivre sa vie comme elle…",https://www.crunchyroll.com/fr/didnt-i-say-to-make-my-abilities-average-in-the-next-life,4.0,87,39,20,23,18,Avex,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Dies irae,18,"Ren Fujii a été sauvagement agressé sans raison par celui qu’il considérait comme son meilleur ami. Après un séjour à l’hôpital, il tente de reprendre une vie nor…",https://www.crunchyroll.com/fr/dies-irae,3.0,22,7,7,18,21,Genco,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Digimon Adventure,54,"Alors qu'ils sont réunis lors d'un camp d'été, sept enfants sont transportés dans une dimension parallèle. Dans ce nouveau monde entièrement numérique, ils se lie…",https://www.crunchyroll.com/fr/digimon-adventure,5.0,7,0,1,0,0,Toei Animation,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,Digimon Adventure 02,50,"Trois ans après les aventures de Tai et ses amis, apparaît un nouvel ennemi, l’Empereur des Digimon, qui cherche à contrôler tous les Digimon. Ses pouvoirs empêch…",https://www.crunchyroll.com/fr/digimon-adventure-02,4.5,1271,148,34,12,38,Toei Animation,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,Digimon Adventure: (2020),67,"Nous sommes en 2020. Les humains ne peuvent désormais plus se passer du réseau dans leur vie quotidienne. Mais ils ignorent que, de l'autre côté, existe le Monde …",https://www.crunchyroll.com/fr/digimon-adventure-2020,4.0,94,8,11,14,10,Toei Animation,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,Digimon Ghost Game,21,"Dans un futur proche, la technologie a progressé. Sur les réseaux sociaux, des rumeurs se répandent sur un mystérieux phénomène autour d’un « fantôme hologramme »…",https://www.crunchyroll.com/fr/digimon-ghost-game,4.5,10,0,1,1,0,Toei Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
117,Don't Call Us A JUNK GAME!,12,Les personnages d'un jeu vidéo RPG se retrouvent entre deux parties. Mais les critiques ne sont pas bonnes et l'un des héros du jeu décide de n'en faire qu'à sa t…,https://www.crunchyroll.com/fr/dont-call-us-a-junk-game,4.0,5,1,2,1,1,Starry Cube,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Donyatsu,13,"Dans un Tokyo post-apocalyptique survivent des chats à la forme étrange : l'un d'entre eux, Donyatsu, est mi-donut et mi-animal. Nous suivons leurs courtes aventu…",https://www.crunchyroll.com/fr/donyatsu,4.5,11,3,0,1,1,Furyu,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,DOUBLE DECKER! DOUG & KIRILL,16,"Dans un monde où des superhéros qui luttent contre le crime sont sponsorisés par des grandes marques et suivis par les chaînes d'actualité, deux détectives mènent…",https://www.crunchyroll.com/fr/double-decker-doug-kirill,4.5,17,12,4,2,0,Sunrise,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
120,Dr. Ramune -Mysterious Disease Specialist-,12,"Tant que les gens auront un cœur, certains souffriront. Dès lors, quelque chose de “bizarre” entre dans leur esprit et provoque la manifestation d'une étrange mal…",https://www.crunchyroll.com/fr/dr-ramune-mysterious-disease-specialist-,4.5,22,7,5,2,0,King Record Company Limited,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
121,Dr. STONE,106,"Plusieurs milliers d'années après un mystérieux phénomène qui a transformé toute l'humanité en pierre, Senku, un lycéen extrêmement intelligent et animé par un es…",https://www.crunchyroll.com/fr/dr-stone,4.5,744,44,39,14,17,"TMS Entertainment Co., Ltd.",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
122,DRAGON QUEST: The Adventure of Dai,73,"Il fut un temps où le monde était sous l'emprise de Hadlar, le seigneur du mal, jusqu'à ce qu'un héros ramène la paix. Depuis, le temps a passé et les monstres li…",https://www.crunchyroll.com/fr/dragon-quest-the-adventure-of-dai,5.0,179,9,4,0,1,Toei Animation,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,DRAMAtical Murder,12,"Dans un futur lointain, une île au sud du Japon, Midorijima, a été privatisée par la grande entreprise Tôe. Un grand complexe de divertissement pour riches, la Pl…",https://www.crunchyroll.com/fr/dramatical-murder,4.0,67,39,20,11,8,TV TOKYO,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
124,DREAM FESTIVAL!,24,"Cinq jeunes hommes d’une agence d’artistes en herbe aspirent à devenir des stars. Ils participent ainsi au Dream Festival, une étape clé pour débuter dans la chan…",https://www.crunchyroll.com/fr/dream-festival,4.0,8,1,2,1,1,Sunrise,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Dropkick on My Devil!! Dash,12,"Passionnée par les sciences occultes et vêtue façon lolita gothique, Yurine Hanazono a invoqué Jashin, une démone au corps de serpent venue tout droit des enfers.…",https://www.crunchyroll.com/fr/dropkick-on-my-devil-dash,4.0,15,2,2,0,3,Starry Cube,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
126,Drug Store in Another World - The Slow Life of a Cheat Pharmacist,12,"Reiji Kirio était un simple salarié qui ne faisait rien d'autre que trimer toute la journée, exploité par la hiérarchie de son entreprise. Alors qu’il se rendait …",https://www.crunchyroll.com/fr/drug-store-in-another-world-the-slow-life-of-a-cheat-pharmacist,4.0,32,10,4,1,8,Tohjak Inc,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,EAGLE TALON ~Golden Spell~,12,"L'organisation secrète de la Griffe de l'Aigle parvient à réactiver le sort d'or, un sortilège ancien permettant de contrôler les esprits humains avec un seul mot…",https://www.crunchyroll.com/fr/eagle-talon-golden-spell,4.5,1,1,0,0,0,asmikace,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Elegant Yokai Apartment Life,26,"Yûshi Inaba est un adolescent de seize ans dont les parents sont décédés trois ans plus tôt. Après avoir vécu un temps chez son oncle, il rejoint l’internat de so…",https://www.crunchyroll.com/fr/elegant-yokai-apartment-life,4.0,49,17,11,5,3,Sumitomo Corporation,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
129,Etotama,12,"Depuis la nuit des temps, le Japon a perpétué la tradition des douze signes du Zodiaque. Les filles du Zodiaque sont les messagères de ces signes. Ces êtres mi-hu…",https://www.crunchyroll.com/fr/etotama,4.0,17,3,5,2,2,PONY CANYON INC.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,EVIL OR LIVE,13,"Dans notre société moderne, une nouvelle maladie touche la jeunesse : la solitude, l’incrédulité et l’indignation face aux institutions corrompues poussent garçon…",https://www.crunchyroll.com/fr/evil-or-live,3.0,33,13,15,12,22,EMON,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
131,EX-ARM,12,"Année 2030, sur le port de Tokyo. Un groupe doté de l’« Ex-Arm » 08 attaque la policière Minami Uezono et sa coéquipière androïde Alma, alors infiltrées dans la t…",https://www.crunchyroll.com/fr/ex-arm,1.5,40,4,8,23,262,Yomiuri Telecasting Corporation (YTV),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,Extra Olympia Kyklos,24,"Démétrios est un jeune homme de la Grèce antique. Apprenti potier, il est de nature plutôt timide, à l'instar d'un otaku. En plus de son apprentissage des arts, i…",https://www.crunchyroll.com/fr/extra-olympia-kyklos,4.0,27,10,0,0,11,My Theater DD,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Fairy Ranmaru,12,"Dans ce monde, il faut agir ou mourir. Il n'y a pas de paradis. Celui qui tombe une fois est fini. Voilà pourquoi ce monde est rempli de gens qui souffrent. Heure…",https://www.crunchyroll.com/fr/fairy-ranmaru,4.0,7,2,2,0,1,PONY CANYON INC.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Fan Chronicles: A Crunchyroll Documentary Series,3,Documentaire sur des fans d'animés. …,https://www.crunchyroll.com/fr/fan-chronicles-a-crunchyroll-documentary-series,1.5,2,0,1,0,24,crunchyroll,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"Farewell, My Dear Cramer",14,"Depuis qu’elle est petite, Nozomi Onda a toujours joué au football avec des garçons. Bien qu'elle se soit entraînée dur et qu'elle s’avère bien meilleure que ses …",https://www.crunchyroll.com/fr/farewell-my-dear-cramer,4.0,12,3,4,4,1,Kodansha Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
